"Unnamed..0","Company","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price","Ram_Numeric"
1126,"Lenovo","2 in 1 Convertible","10.1","IPS Panel Touchscreen 1920x1200","Intel Atom x5-Z8550 1.44GHz","4GB","64GB Flash Storage","Intel HD Graphics 400","Windows 10","0.69kg",25521.12,4
1127,"HP","Ultrabook","12.5","1366x768","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.26kg",100965.6,8
1128,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","No OS","2.4kg",52693.92,8
1129,"HP","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","3.35kg",60153.12,8
1130,"HP","Notebook","15.6","1366x768","Intel Core i7 7500U 2.7GHz","8GB","2TB HDD","Intel HD Graphics 620","Windows 10","2.04kg",33513.12,8
1131,"Lenovo","2 in 1 Convertible","14","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6600U 2.6GHz","8GB","512GB SSD","Nvidia Quadro M500M","Windows 7","1.8kg",109244.2464,8
1132,"Asus","Notebook","14","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.5kg",14811.84,4
1133,"HP","Ultrabook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.84kg",40066.56,8
1134,"Acer","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","2.23kg",32820.48,4
1135,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","16GB","1.0TB Hybrid","AMD Radeon R7 M360","Windows 10","2.5kg",58554.72,16
1136,"HP","Workstation","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","256GB SSD","Nvidia Quadro M3000M","Windows 7","3kg",210424.032,8
1137,"Dell","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","AMD Radeon R7 M445","Windows 10","2.5kg",41771.52,8
1138,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","3.78kg",127818.72,16
1139,"HP","Ultrabook","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.88kg",115709.2416,8
1140,"Lenovo","2 in 1 Convertible","14","IPS Panel Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","2.8kg",130003.2,16
1141,"MSI","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.4kg",60888.384,8
1142,"HP","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.48kg",86793.12,8
1143,"HP","Workstation","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","256GB SSD","Nvidia Quadro M1000M","Windows 7","2.59kg",118761.12,8
1144,"HP","2 in 1 Convertible","13.3","Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.48kg",95850.72,8
1145,"HP","Workstation","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","256GB SSD","Nvidia Quadro M1000M","Windows 7","2.0kg",101178.72,8
1146,"HP","Ultrabook","12.5","Full HD 1920x1080","Intel Core i7 6500U 2.50GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.26kg",122381.496,8
1147,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","2.18kg",53807.472,8
1148,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.88kg",84129.12,8
1149,"Lenovo","2 in 1 Convertible","14","IPS Panel Touchscreen 2560x1440","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.27kg",124621.92,8
1150,"Lenovo","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","Intel HD Graphics 520","No OS","1.9kg",18061.92,4
1151,"HP","Notebook","15.6","1366x768","AMD E-Series 7110 1.8GHz","4GB","500GB HDD","AMD Radeon R2 Graphics","Windows 10","1.86kg",15824.16,4
1152,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","1TB HDD","AMD Radeon R5 M330","No OS","2.32kg",31914.72,8
1153,"Dell","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050Ti","Windows 10","2.62kg",63882.72,8
1154,"Dell","Notebook","15.6","IPS Panel Touchscreen / 4K Ultra HD 3840x2160","Intel Core i5 6300HQ 2.3GHz","8GB","256GB SSD","Nvidia GeForce 960M","Windows 10","2.04kg",119916.2304,8
1155,"HP","Notebook","15.6","Full HD 1920x1080","AMD A6-Series A6-9220 2.5GHz","4GB","256GB SSD","AMD Radeon 520","Windows 10","1.91kg",25515.2592,4
1156,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.7kg",79536.384,16
1157,"Lenovo","Ultrabook","14","Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","12GB","512GB SSD","Intel HD Graphics 520","Windows 7","1.4kg",122490.72,12
1158,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","1.0TB Hybrid","AMD Radeon R5 M330","Windows 10","2.5kg",42010.7472,8
1159,"HP","2 in 1 Convertible","13.3","Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz","8GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.48kg",108744.48,8
1160,"Lenovo","Ultrabook","14","Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.7kg",79866.72,8
1161,"MSI","Gaming","14","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10","1.7kg",94252.32,16
1162,"HP","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.62kg",47898.72,8
1163,"Lenovo","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.2kg",24455.52,8
1164,"HP","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","No OS","2.1kg",25414.0272,4
1165,"Dell","Gaming","15.6","4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.62kg",79813.44,8
1166,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.95kg",74059.2,8
1167,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Nvidia GeForce 920MX ","Windows 10","2.2kg",24935.04,4
1168,"HP","Notebook","14","1366x768","Intel Celeron Dual Core N3060 1.6GHz","2GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","1.44kg",13266.72,2
1169,"MSI","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",44701.92,8
1170,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.96kg",36177.12,8
1171,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Intel UHD Graphics 620","Windows 10","2.1kg",61751.52,16
1172,"Asus","Notebook","15.6","1366x768","Intel Celeron Dual Core N3050 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Windows 10","2.2kg",19660.32,4
1173,"Lenovo","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","No OS","2.1kg",21205.44,4
1174,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 940MX","No OS","2.2kg",37775.52,8
1175,"Asus","Notebook","14","Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","2kg",40972.32,4
1176,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","4GB","1.0TB Hybrid","Intel HD Graphics 520","Windows 7","2.32kg",43956,4
1177,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD","Nvidia GeForce GTX 960","Windows 10","3.31kg",69530.4,16
1178,"MSI","Gaming","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10","1.91kg",114731.5536,16
1179,"HP","Notebook","15.6","1366x768","Intel Core i3 6100U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.07kg",34632,4
1180,"Lenovo","2 in 1 Convertible","14","IPS Panel Touchscreen 2560x1440","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.36kg",87219.36,8
1181,"Lenovo","Ultrabook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","6GB","256GB SSD","Nvidia GeForce 920M","Windows 10","1.54kg",44275.68,6
1182,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce GT 940MX","Linux","1.98kg",47686.1328,8
1183,"Acer","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 2GHz","4GB","500GB HDD","Intel HD Graphics 500","Windows 10","2.1kg",17742.24,4
1184,"HP","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","6GB","1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.18kg",42570.72,6
1185,"Asus","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.591kg",48431.52,8
1186,"Dell","2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","2.09kg",62817.12,16
1187,"Acer","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","2.23kg",36816.48,4
1188,"Dell","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Linux","1.23kg",58554.72,8
1189,"Acer","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.2kg",138474.72,16
1190,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.4kg",43636.32,8
1191,"Samsung","2 in 1 Convertible","12.3","IPS Panel Touchscreen 2400x1600","Samsung Cortex A72&A53 2.0GHz","4GB","32GB Flash Storage","ARM Mali T860 MP4","Chrome OS","1.15kg",35111.52,4
1192,"HP","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.86kg",25840.8,4
1193,"Apple","Ultrabook","12","IPS Panel Retina Display 2304x1440","Intel Core M 1.1GHz","8GB","256GB Flash Storage","Intel HD Graphics 5300","Mac OS X","0.920kg",61964.64,8
1194,"Dell","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",63882.72,8
1195,"HP","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.21kg",70702.56,12
1196,"Lenovo","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M430","No OS","1.9kg",19607.04,4
1197,"Asus","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","4.3kg",114552,16
1198,"Acer","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 2GHz","4GB","1TB HDD","Intel HD Graphics 500","Linux","2.1kg",14492.16,4
1199,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.43kg",109165.392,16
1200,"Dell","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","128GB SSD","AMD Radeon R7 M440","Windows 10","2.3kg",26586.72,4
1201,"Lenovo","Notebook","15.6","1366x768","Intel Core i7 6500U 2.5GHz","8GB","500GB HDD","Nvidia GeForce 920MX","No OS","2.2kg",33513.12,8
1203,"Dell","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.2kg",142790.4,16
1204,"Asus","Gaming","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.2kg",62284.32,8
1205,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","AMD Radeon R7 M445","Windows 10","2.36kg",47365.92,8
1206,"HP","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.91kg",30849.12,8
1207,"Lenovo","Notebook","15.6","1366x768","AMD E-Series 9000 2.2GHz","4GB","500GB HDD","AMD Radeon R2 Graphics","Windows 10","2.2kg",15930.72,4
1208,"Acer","Notebook","17.3","1600x900","Intel Core i3 6006U 2.0GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","3.3kg",33513.12,8
1209,"Asus","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.2kg",130482.72,16
1210,"Apple","Ultrabook","12","IPS Panel Retina Display 2304x1440","Intel Core M 1.2GHz","8GB","512GB Flash Storage","Intel HD Graphics 515","Mac OS X","0.920kg",68145.12,8
1211,"Asus","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.2kg",93186.72,16
1212,"MSI","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.43kg",103842.1872,16
1213,"Dell","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.191kg",53226.72,8
1214,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.9kg",103842.72,16
1215,"Acer","Netbook","11.6","1366x768","Intel Celeron Dual Core 3205U 1.5GHz","2GB","32GB SSD","Intel HD Graphics","Chrome OS","1.3kg",9270.72,2
1216,"Acer","Notebook","17.3","1600x900","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","3.3kg",31861.44,4
1217,"Lenovo","Notebook","17.3","1600x900","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","No OS","2.8kg",28717.92,8
1218,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960<U+039C>","Windows 10","2.6kg",67772.16,8
1219,"Acer","2 in 1 Convertible","14","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7Y75 1.3GHz","8GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.2kg",61218.72,8
1220,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.3kg",81465.12,8
1221,"MSI","Gaming","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.2kg",78647.1408,8
1222,"HP","Notebook","15.6","Full HD 1920x1080","AMD A12-Series 9720P 2.7GHz","6GB","1TB HDD","AMD Radeon 530","Windows 10","2.1kg",28185.12,6
1223,"Dell","Ultrabook","12.5","Full HD / Touchscreen 1920x1080","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.26kg",91288.3536,8
1224,"Dell","2 in 1 Convertible","15","Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.08kg",27119.52,4
1225,"Asus","Notebook","15.6","1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","1TB HDD","Intel HD Graphics 405","Windows 10","2.65kg",16463.52,4
1226,"Dell","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",78694.56,8
1227,"Dell","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Intel HD Graphics 520","Linux","2.18kg",27804.7008,4
1228,"Lenovo","Gaming","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.6kg",54825.12,16
1229,"MSI","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",61218.72,8
1230,"Lenovo","Netbook","12.5","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.50GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",87912,16
1231,"Razer","Gaming","14","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","1TB SSD","Nvidia GeForce GTX 1060","Windows 10","1.95kg",186426.72,16
1232,"Dell","Notebook","15.6","Touchscreen 1366x768","Intel Core i3 7100U 2.4GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",24988.8528,8
1233,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.7kg",85141.44,16
1234,"Apple","Ultrabook","11.6","1366x768","Intel Core i5 1.6GHz","4GB","256GB Flash Storage","Intel HD Graphics 6000","Mac OS X","1.08kg",51095.52,4
1235,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.1kg",25467.84,4
1236,"HP","Ultrabook","14","2560x1440","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.54kg",117119.5632,8
1237,"Dell","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 7","2.24kg",39267.36,4
1238,"MSI","Gaming","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.3kg",62284.32,8
1239,"Lenovo","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.4kg",79866.72,16
1240,"Lenovo","Notebook","15.6","Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz","6GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",31838.5296,6
1241,"Asus","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.45kg",68198.4,8
1242,"Acer","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","500GB HDD","Intel HD Graphics 520","Linux","2.4kg",19276.704,4
1243,"Dell","2 in 1 Convertible","17.3","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Nvidia GeForce 940MX","Windows 10","2.77kg",95850.72,16
1244,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.54kg",58607.4672,4
1246,"Dell","Notebook","14","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.6kg",46620,4
1247,"Asus","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.34kg",123876,16
1248,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","No OS","2.3kg",30529.44,8
1249,"Dell","2 in 1 Convertible","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i5 7Y54 1.2GHz","8GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.24kg",96596.64,8
1250,"Dell","Notebook","15.6","1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Linux","2.2kg",17262.72,4
1251,"HP","Notebook","15.6","1366x768","AMD A6-Series 9220 2.5GHz","4GB","500GB HDD","AMD Radeon R4 Graphics","Windows 10","1.86kg",21258.72,4
1252,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6100U 2.3GHz","6GB","128GB SSD","Nvidia GeForce 920MX","Windows 10","2.4kg",30316.32,6
1253,"Lenovo","Notebook","14","IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.9kg",57116.16,8
1254,"Dell","Notebook","15.6","1366x768","Intel Pentium Quad Core N3700 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Windows 10","2.2kg",23655.7872,4
1255,"Asus","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB HDD","Intel HD Graphics 500","Windows 10","2kg",18061.92,4
1256,"Asus","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10","4.0kg",101232,16
1257,"Dell","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.29kg",26107.2,4
1258,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","1.0TB Hybrid","AMD Radeon R5 M330","Windows 7","2.32kg",47685.6,8
1259,"MSI","Gaming","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.4kg",65481.12,8
1260,"Lenovo","2 in 1 Convertible","14","Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.8kg",44382.7728,4
